Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,About Heading (product.metafields.about.heading),Max in Cart (product.metafields.custom.max_in_cart),Variant Images Grouping List (product.metafields.custom.variant_images_grouping_list),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),30 Day Sales Quantity (product.metafields.ohs.30_day_sales_quantity),Attributes (product.metafields.ohs.attributes),Bullets (product.metafields.ohs.bullets),Container Qty (product.metafields.ohs.container_qty),Container Servings (product.metafields.ohs.container_servings),Container Type (product.metafields.ohs.container_type),Dose Phrase (product.metafields.ohs.dose_phrase),Fact Card Product (product.metafields.ohs.fact_card_product),FAQs (product.metafields.ohs.faqs),Health Goals (product.metafields.ohs.health_goals),Ingredients (product.metafields.ohs.ingredients),Parent Product (product.metafields.ohs.parent_product),Sample Product (product.metafields.ohs.sample_product),WS Product (product.metafields.ohs.ws_product),Visibility to Search & Google (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Genre (product.metafields.shopify.genre),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Included / US Retail,Price / US Retail,Compare At Price / US Retail,Status
ws-optimal-whole-c,WS - Optimal Whole C,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Bottle, Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, Tier 1 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,655705123211-WS,130.407806375,shopify,10261,deny,manual,14.85,27.00,true,false,,,,,655705123211-WS,,,,false,,,525,,,,,,,,,,,,,,,379,,,,,,,,,,,optimal-whole-c-chewable,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-optimal-zinc-oxy-spray,WS - Optimal Zinc-Oxy Spray,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Bottle, Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, Tier 1 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,850019587074-WS,82.2136170625,shopify,3287,deny,manual,19.80,36.00,true,false,,,,,850019587074-WS,,,,false,,,525,,,,,,,,,,,,,,,59,,,,,,,,,,,optimal-zinc-oxy-spray,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-peptide-support-pak,WS - Peptide Support Pak,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, Shelf Pak, Tier 1 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,850019587432-WS,340.1942775,shopify,9,deny,manual,63.25,115.00,true,false,,,,,850019587432-WS,,,,false,,,525,,,,,,,,,,,,,,,38,,,,,,,,,,,peptide-support-pak,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-pre-conditioning-pak,WS - Pre-conditioning Pak,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, Shelf Pak, Tier 1 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",false,Title,Default Title,,,,,,,,850019587579-WS,206.9515188125,shopify,0,deny,manual,42.90,78.00,true,false,,,,,850019587579-WS,,,,false,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,preconditioning-pak,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,draft
ws-soft-cleanse-pak,WS - Soft Cleanse Pak,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, Shelf Pak, Tier 1 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,850019587548-WS,340.1942775,shopify,147,deny,manual,62.70,114.00,true,false,,,,,850019587548-WS,,,,false,,,525,,,,,,,,,,,,,,,35,,,,,,,,,,,soft-cleanse,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-stress-anxiety-relief-pak-31-paks,WS - Stress/Anxiety Relief Pak (31 Paks),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, Shelf Pak, Tier 1 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,850019587524-WS,206.9515188125,shopify,25,deny,manual,46.20,84.00,true,false,,,,,850019587524-WS,,,,false,,,525,,,,,,,,,,,,,,,43,,,,,,,,,,,stress-anxiety-relief-pak-31-paks,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-tru-energy-pak,WS - Tru-Energy Pak,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, Shelf Pak, Tier 1 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,850019587555-WS,340.1942775,shopify,78,deny,manual,64.35,117.00,true,false,,,,,850019587555-WS,,,,false,,,525,,,,,,,,,,,,,,,10,,,,,,,,,,,tru-energy-pak,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-weight-reduction-package,WS - Weight Reduction Package,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable, WS - Bundle/Kit",false,Title,Default Title,,,,,,,,1-WS,1502.524725625,shopify,884,deny,manual,118.44,169.20,true,false,,,,,1-WS,,,,false,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,weight-reduction-package,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,draft
ws-custom-health-pak-31-pks-5-capsules,WS - Custom Health Pak (31 pks - 5 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,45-WS,206.9515188125,,18,deny,manual,56.00,80.00,true,false,,,,,45-WS,,,,false,,,525,,,,,,,,,,,,,,,2,,,,,,,,,,,custom-health-pak-31-pks-5-capsules,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-custom-health-pak-31-pks-6-capsules,WS - Custom Health Pak (31 pks - 6 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,309-WS,3311.224301,,-50,deny,manual,60.20,86.00,true,false,,,,,309-WS,,,,false,,,525,,,,,,,,,,,,,,,11,,,,,,,,,,,custom-health-pak-31-pks-6-capsules,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
ws-custom-health-pak-31-pks-7-capsules,WS - Custom Health Pak (31 pks - 7 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,310-WS,206.9515188125,,-178,deny,manual,64.40,92.00,true,false,,,,,310-WS,,,,false,,,525,,,,,,,,,,,,,,,10,,,,,,,,,,,custom-health-pak-31-pks-7-capsules,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-custom-health-pak-31-pks-8-capsules,WS - Custom Health Pak (31 pks - 8 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,311-WS,206.9515188125,,-1222,deny,manual,68.60,98.00,true,false,,,,,311-WS,,,,false,,,525,,,,,,,,,,,,,,,44,,,,,,,,,,,custom-health-pak-31-pks-8-capsules,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-custom-health-pak-60-pks-5-capsules,WS - Custom Health Pak (60 pks - 5 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,105-WS,399.7282760625,,-102,deny,manual,79.10,113.00,true,false,,,,,105-WS,,,,false,,,525,,,,,,,,,,,,,,,3,,,,,,,,,,,custom-health-pak-60-pks-5-capsules,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-custom-health-pak-60-pks-6-capsules,WS - Custom Health Pak (60 pks - 6 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,312-WS,399.7282760625,,-173,deny,manual,86.80,124.00,true,false,,,,,312-WS,,,,false,,,525,,,,,,,,,,,,,,,4,,,,,,,,,,,custom-health-pak-60-pks-6-capsules,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-custom-health-pak-60-pks-8-capsules,WS - Custom Health Pak (60 pks - 8 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,314-WS,399.7282760625,,-1542,deny,manual,104.30,149.00,true,false,,,,,314-WS,,,,false,,,525,,,,,,,,,,,,,,,75,,,,,,,,,,,custom-health-pak-60-pks-8-capsules,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-custom-health-pak-90-pks-5-capsules,WS - Custom Health Pak (90 pks - 5 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,300-WS,399.7282760625,,58,deny,manual,129.50,185.00,true,false,,,,,300-WS,,,,false,,,525,,,,,,,,,,,,,,,1,,,,,,,,,,,custom-health-pak-90-pks-5-capsules,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-custom-health-pak-90-pks-6-capsules,WS - Custom Health Pak (90 pks - 6 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,315-WS,399.7282760625,,75,deny,manual,147.00,210.00,true,false,,,,,315-WS,,,,false,,,525,,,,,,,,,,,,,,,2,,,,,,,,,,,custom-health-pak-90-pks-6-capsules,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-custom-health-pak-90-pks-7-capsules,WS - Custom Health Pak (90 pks - 7 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,316-WS,399.7282760625,,-6,deny,manual,168.00,240.00,true,false,,,,,316-WS,,,,false,,,525,,,,,,,,,,,,,,,0,,,,,,,,,,,custom-health-pak-90-pks-7-capsules,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
ws-custom-health-pak-90-pks-8-capsules,WS - Custom Health Pak (90 pks - 8 capsules),"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Wholesale,"Exclude Recommended, Exclude Review, exclude_rebuy, HP Line Order, OHS Custom Pak Wholesale, Tier 2 - Wholesale, Visibility - HP Only, Wholesale, WS - Bulk Discountable",true,Title,Default Title,,,,,,,,317-WS,399.7282760625,,-240,deny,manual,192.50,275.00,true,false,,,,,317-WS,,,,false,,,525,,,,,,,,,,,,,,,14,,,,,,,,,,,custom-health-pak-90-pks-8-capsules,,,1,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
instantized-bcaas-100-servings,Instantized BCAAs - 100 Servings,"",Gains In Bulk,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Amino Acids,"","Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,9283746509,450.0,shopify,28,deny,manual,49.00,,true,true,,,,,9283746509,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Screenshot2024-07-22132251.png?v=1721679776,1,Image of BCAA bag,false,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,g,,,true,,,false,,,false,,,false,,,true,,,active
instantized-bcaas-30-servings-copy,Instantized BCAAs - 30 Servings,"",Gains In Bulk,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Amino Acids,"","Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - All",false,Title,Default Title,,,,,,,,9283746510,150.0,shopify,18,deny,manual,24.97,,true,true,,,,,9283746510,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Screenshot2024-07-22132251.png?v=1721679776,1,Image of BCAA bag,false,,,525,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,g,,,true,,,false,,,false,,,false,,,true,,,active
crea-nitric-100,Crea-Nitric 100,"",Gains In Bulk,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - All",false,Title,Default Title,,,,,,,,9283746513,130.407806375,shopify,4,deny,manual,45.00,,true,true,,,,,9283746513,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Screenshot2024-07-22132103.png?v=1721679667,1,Image of a botle of Gains and bulk insane muscle pump and power.,false,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,oz,,,true,,,false,,,false,,,false,,,true,,,active
instantized-creatine-sour-raspberry-30-servings,INSTANTIZED CREATINE - SOUR RASPBERRY - 30 Servings,"",Gains In Bulk,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Creatine,"","Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,9283746508,150.0,shopify,72,deny,manual,49.00,,true,true,,,,,9283746508,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Screenshot2024-07-22131456.png?v=1721679301,1,"Image of Instantized Creatine, sour Raspberry bag",false,,,525,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,g,,,true,,,false,,,false,,,false,,,true,,,active
fermented-glutamine-90-servings,Fermented Glutamine - 90 Servings,"",Gains In Bulk,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Amino Acids,"","Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - All",false,Title,Default Title,,,,,,,,9283746511,450.0,shopify,18,deny,manual,49.00,,true,true,,,,,9283746511,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Screenshot2024-07-22131008.png?v=1721679014,1,image of Instantized Glutamine bag,false,,,525,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,g,,,true,,,false,,,false,,,false,,,true,,,active
fermented-glutamine-30-servings,Fermented Glutamine - 30 Servings,"",Gains In Bulk,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Amino Acids,"","Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - All",false,Title,Default Title,,,,,,,,9283746512,150.0,shopify,20,deny,manual,24.97,,true,true,,,,,9283746512,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Screenshot2024-07-22131008.png?v=1721679014,1,image of Instantized Glutamine bag,false,,,525,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,g,,,true,,,false,,,false,,,false,,,true,,,active
instantized-creatine-90-servings,Instantized Creatine - 90 Servings,"",Gains In Bulk,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Creatine,"","Exclude Recommended, Exclude Review, exclude_rebuy, Powder, Visibility - All",false,Title,Default Title,,,,,,,,9283746506,450.0,shopify,13,deny,manual,81.00,,true,true,,,,,9283746506,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Screenshot2024-07-22125356.png?v=1721678136,1,Image of Instantized Creatine bag,false,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,ws-instantized-creatine-90-servings,1,,,,,,,,,,,,,,,g,,,true,,,false,,,false,,,false,,,true,,,draft
instantized-creatine-30-servings,INSTANTIZED CREATINE - 30 Servings,"",Gains In Bulk,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Creatine,"","Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - All",false,Title,Default Title,,,,,,,,645871744105,150.0,shopify,7,deny,manual,39.00,,true,true,,,,,645871744105,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Screenshot2024-07-22125356.png?v=1721678136,1,Image of Instantized Creatine bag,false,,,525,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,g,,,true,,,false,,,false,,,false,,,true,,,active
og-womens-tee,OGS Women's Tee,"<p><meta charset=""utf-8""><span>The OG Women's Tee is at the cutting edge of EMF protective clothing. It offers exceptional comfort while effectively neutralizing harmful electromagnetic radiation. This tee is designed not just for safety but also for everyday wear, combining style with significant health benefits. Whether you’re at home, work, or on the go, this tee ensures that you’re shielded from the potential risks of EMF exposure without compromising on comfort or fashion.</span></p>",OG Shields,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","AlternativeCommission, Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - All",false,Size,small,product.metafields.shopify.size,,,,,,,OGS0301,226.796185,shopify,8,deny,manual,119.00,149.00,true,true,,,,,OGS0301,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Hilary_c3159419-8ad0-49a5-8de8-46d887a29185.jpg?v=1721674008,1,Woman wearing black EMF blocking t-shirt,false,,,212,,,,,,,,,,,,,,,,,"OG Women's Tee: Featuring revolutionary MF Protector Technology™.
Certification: Tested and certified for EMF protection in military-grade laboratories.
UV Protection: Blocks harmful UV radiation from the sun and electronic devices.",,,,,,where-can-i-buy-og-shields-emf-protective-clothing; are-there-emf-protective-options-for-electronic-devices; can-i-wear-emf-protective-clothing-during-pregnancy; is-there-a-difference-between-emf-shielding-for-low-vs-high-frequency-radiation; how-can-emf-protective-clothing-improve-sleep; what-certifications-do-your-emf-protection-products-have; how-does-the-uv-protection-in-your-clothing-work; what-should-i-look-for-when-buying-emf-protective-clothing; can-children-wear-emf-protective-clothing; do-emf-protection-fabrics-contain-any-toxic-materials; how-often-should-i-replace-my-emf-protective-clothing; is-emf-protective-clothing-machine-washable; what-materials-are-used-in-og-shields-emf-protective-clothing; can-emf-clothing-protect-against-5-g-radiation; how-do-i-test-the-effectiveness-of-emf-protective-clothing; what-are-the-health-benefits-of-wearing-emf-protective-clothing; are-emf-protection-products-safe-to-use-every-day; how-do-emf-protective-clothes-work; what-is-emf-radiation-and-why-should-i-be-concerned-about-it,,uv-protection; anti-odor-antimicrobial; prevent-dna-damage; protect-reproductive-health; promote-better-sleep; block-99-of-emf-radiation,,,,,,,,,,small; medium; large; xl; xxl,,,,,,,,,oz,,39.25,true,,,true,,,true,,,true,,,true,,,draft
og-womens-tee,,,,,,,,,medium,,,,,,,,OGS0302,226.796185,shopify,13,deny,manual,119.00,149.00,true,true,,,,,OGS0302,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/IMG_3494_1_cfa88c2a-bdf8-40d9-a995-4b3ca7c66d58.jpg?v=1721674008,2,Woman wearing black EMF blocking t-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,39.25,,,,,,,,,,,,,,,,
og-womens-tee,,,,,,,,,large,,,,,,,,OGS0303,226.796185,shopify,23,deny,manual,119.00,149.00,true,true,,,,,OGS0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,39.25,,,,,,,,,,,,,,,,
og-womens-tee,,,,,,,,,xl,,,,,,,,OGS0304,226.796185,shopify,15,deny,manual,119.00,149.00,true,true,,,,,OGS0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,39.25,,,,,,,,,,,,,,,,
og-womens-tee,,,,,,,,,xxl,,,,,,,,OGS0305,226.796185,shopify,20,deny,manual,119.00,149.00,true,true,,,,,OGS0305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,39.25,,,,,,,,,,,,,,,,
og-polo,OGS Polo,"<p><meta charset=""utf-8""><span>The OG Polo is at the cutting edge of EMF protective clothing. It offers exceptional comfort while effectively neutralizing harmful electromagnetic radiation. This Polo is designed not just for safety but also for everyday wear, combining style with significant health benefits. Whether you’re at home, work, or on the go, this polo ensures that you’re shielded from the potential risks of EMF exposure without compromising on comfort or fashion.</span></p>
<!---->",OG Shields,Apparel & Accessories > Clothing > Clothing Tops > Polos,"","AlternativeCommission, Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - All",false,Size,small,product.metafields.shopify.size,,,,,,,OGS0401,226.796185,shopify,18,deny,manual,139.00,179.00,true,true,,,,,OGS0401,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/957A9704.jpg?v=1721673400,1,Man wearing black EMF blocking polo shirt,false,,,212,,adult,,,,,,,,,,,,,,,"OG Polo: Featuring revolutionary MF Protector Technology™.
Certification: Tested and certified for EMF protection in military-grade laboratories.
UV Protection: Blocks harmful UV radiation from the sun and electronic devices.",,,,,,where-can-i-buy-og-shields-emf-protective-clothing; are-there-emf-protective-options-for-electronic-devices; can-i-wear-emf-protective-clothing-during-pregnancy; is-there-a-difference-between-emf-shielding-for-low-vs-high-frequency-radiation; what-certifications-do-your-emf-protection-products-have; how-can-emf-protective-clothing-improve-sleep; how-does-the-uv-protection-in-your-clothing-work; what-should-i-look-for-when-buying-emf-protective-clothing; can-children-wear-emf-protective-clothing; do-emf-protection-fabrics-contain-any-toxic-materials; how-often-should-i-replace-my-emf-protective-clothing; is-emf-protective-clothing-machine-washable; what-materials-are-used-in-og-shields-emf-protective-clothing; can-emf-clothing-protect-against-5-g-radiation; how-do-i-test-the-effectiveness-of-emf-protective-clothing; what-are-the-health-benefits-of-wearing-emf-protective-clothing; are-emf-protection-products-safe-to-use-every-day; how-do-emf-protective-clothes-work; what-is-emf-radiation-and-why-should-i-be-concerned-about-it,,uv-protection; anti-odor-antimicrobial; block-99-of-emf-radiation; promote-better-sleep; protect-reproductive-health; prevent-dna-damage,,,,,adults,black,,,,small; medium; large; xl; xxl,,unisex,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/957A9704.jpg?v=1721673400,oz,,48.15,true,,,true,,,true,,,true,,,true,,,draft
og-polo,,,,,,,,,medium,,,,,,,,OGS0402,226.796185,shopify,10,deny,manual,139.00,179.00,true,true,,,,,OGS0402,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/957A9687.jpg?v=1721673401,2,Man and woman wearing black EMF blocking polo shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/957A9704.jpg?v=1721673400,oz,,48.15,,,,,,,,,,,,,,,,
